Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Intensity	Intensity L	Intensity H	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
Q06205	Q06205	4	3	3	FK506-binding protein 4	FPR4	sp|Q06205|FKBP4_YEAST FK506-binding protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FPR4 PE=1 SV=1	1	4	3	3	18.9	14.5	14.5	43.903	392	392	0	35.209	0.56622	0.7386	20.968	7	0	Leave out requantified	1707500000	1141400000	566060000				1967	6269;6355;10657;11637	True;True;False;True	6322;6408;10764;11751	18643;18644;18645;18646;18647;18648;18950;18951;31757;31758;34360;34361;34362	34023;34024;34025;34026;34027;34028;34029;34564;34565;34566;34567;34568;57037;57038;57039;57040;57041;61487;61488;61489;61490;61491;61492;61493	34029;34564;57038;61491			-1
Q06214	Q06214	1	1	1	WD repeat-containing protein JIP5	JIP5	sp|Q06214|JIP5_YEAST WD repeat-containing protein JIP5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=JIP5 PE=1 SV=2	1	1	1	1	3.9	3.9	3.9	55.263	492	492	0.0004914	2.1013	NaN	NaN	NaN	1	0	Median	3880900	1313000	2567900				1968	7130	True	7190	21165	38273;38274;38275	38273			-1
Q06217	Q06217	3	3	3	Small nuclear ribonucleoprotein Sm D2	SMD2	sp|Q06217|SMD2_YEAST Small nuclear ribonucleoprotein Sm D2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SMD2 PE=1 SV=2	1	3	3	3	24.5	24.5	24.5	12.853	110	110	0	2.7972	0.76041	1.171	5.5315	2	0	Median	256890000	146250000	110630000				1969	4770;12692;13811	True;True;True	4809;12820;13948	14393;37463;37464;37465;41202	26434;66986;66987;66988;73708	26434;66987;73708			-1
Q06218	Q06218	8	8	8	ATP-dependent RNA helicase DBP9	DBP9	sp|Q06218|DBP9_YEAST ATP-dependent RNA helicase DBP9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DBP9 PE=1 SV=1	1	8	8	8	21.2	21.2	21.2	68.059	594	594	0	87.404	0.54789	0.91464	13.923	14	0	Leave out requantified	768650000	440360000	328290000				1970	3505;4804;9928;10138;11571;12212;13330;13560	True;True;True;True;True;True;True;True	3535;4844;10026;10238;11685;12336;13462;13695	10701;10702;14487;14488;29595;29596;30149;30150;30151;34180;34181;36140;36141;36142;36143;39446;39447;40414;40415	19550;19551;26605;26606;26607;53221;53222;53223;53224;54173;54174;54175;61162;61163;61164;61165;64665;64666;64667;64668;64669;64670;64671;64672;70671;70672;70673;72359;72360;72361	19551;26605;53224;54175;61162;64668;70672;72360			-1
Q06224	Q06224	5	5	5	Endoribonuclease YSH1	YSH1	sp|Q06224|YSH1_YEAST Endoribonuclease YSH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YSH1 PE=1 SV=1	1	5	5	5	10.7	10.7	10.7	87.673	779	779	0	21.48	0.82157	1.3126	34.526	8	0	Leave out requantified	315430000	182510000	132910000				1971	8826;10165;14659;14780;15450	True;True;True;True;True	8902;10265;14807;14928;15601	26331;26332;26333;26334;26335;26336;30230;44147;44466;46528	47435;47436;47437;47438;47439;47440;47441;47442;47443;47444;54316;79094;79731;83617;83618;83619	47436;54316;79094;79731;83618			-1
Q06245	Q06245	1	1	1	Exocyst complex component SEC10	SEC10	sp|Q06245|SEC10_YEAST Exocyst complex component SEC10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC10 PE=1 SV=1	1	1	1	1	2.2	2.2	2.2	100.34	871	871	0	3.6709	NaN	NaN	NaN	0	0	Median	3789800	3789800	0				1972	13151	True	13281	38910;38911	69665;69666	69665			-1
Q06252	Q06252	6	6	6	Uncharacterized protein YLR179C		sp|Q06252|YL179_YEAST Uncharacterized protein YLR179C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR179C PE=1 SV=1	1	6	6	6	49.8	49.8	49.8	22.151	201	201	0	34.026	0.6071	0.9148	22.995	9	0	Leave out requantified	2533400000	1538100000	995300000				1973	7380;7774;8394;10263;14366;15477	True;True;True;True;True;True	7443;7839;8466;10367;14510;15629	21865;23081;23082;25008;25009;30636;30637;43146;43147;43148;46648;46649	39455;41602;41603;41604;45124;45125;45126;45127;55039;55040;55041;55042;55043;55044;77240;77241;77242;77243;77244;77245;77246;77247;77248;83819;83820;83821;83822;83823	39455;41603;45127;55039;77244;83820			-1
Q06287	Q06287	4	4	4	Ribosomal RNA small subunit methyltransferase NEP1	EMG1	sp|Q06287|NEP1_YEAST Ribosomal RNA small subunit methyltransferase NEP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EMG1 PE=1 SV=1	1	4	4	4	25.8	25.8	25.8	27.895	252	252	0	11.933	0.67961	1.0504	26.271	6	0	Leave out requantified	486400000	219480000	266920000				1974	742;1636;3640;4157	True;True;True;True	752;1653;3671;4189	2467;2468;5203;5204;11060;11061;12439;12440;12441	4559;4560;4561;4562;4563;9647;9648;9649;9650;9651;9652;20218;20219;20220;20221;22778;22779;22780;22781	4559;9647;20220;22778			-1
Q06338	Q06338	5	5	5	Protein BCP1	BCP1	sp|Q06338|BCP1_YEAST Protein BCP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BCP1 PE=1 SV=1	1	5	5	5	23.3	23.3	23.3	32.661	283	283	0	44.371	0.69125	1.0653	11.634	10	0	Leave out requantified	365710000	216940000	148780000				1975	859;2800;6074;7937;10872	True;True;True;True;True	872;2826;6126;8004;10982	2777;8754;8755;18112;18113;18114;18115;18116;18117;23606;23607;32331;32332	5101;15962;15963;15964;15965;33104;33105;33106;33107;33108;33109;33110;33111;33112;33113;33114;33115;33116;42594;42595;58025;58026;58027	5101;15964;33110;42594;58026			-1
Q06385	Q06385	7	7	7	Vacuolar protein sorting-associated protein 74	VPS74	sp|Q06385|VPS74_YEAST Vacuolar protein sorting-associated protein 74 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS74 PE=1 SV=1	1	7	7	7	31.6	31.6	31.6	39.286	345	345	0	57.465	0.92712	1.4032	21.158	13	0	Leave out requantified	752230000	382130000	370110000				1976	154;5163;5201;9770;13284;13549;14934	True;True;True;True;True;True;True	156;5211;5249;9866;13415;13684;15083	628;629;15432;15433;15557;15558;29125;29126;29127;29128;39304;39305;39306;40369;40370;40371;44905;44906	1076;1077;28213;28214;28215;28216;28439;28440;28441;52421;52422;52423;52424;52425;52426;52427;52428;52429;52430;52431;70377;70378;70379;70380;72258;72259;72260;72261;72262;72263;72264;80567;80568	1077;28214;28440;52430;70379;72261;80568			-1
Q06406	Q06406	2	2	2	U6 snRNA-associated Sm-like protein LSm6	LSM6	sp|Q06406|LSM6_YEAST U6 snRNA-associated Sm-like protein LSm6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LSM6 PE=1 SV=2	1	2	2	2	32.6	32.6	32.6	9.3975	86	86	0	10.352	NaN	NaN	NaN	1	0	Median	180630000	92739000	87892000				1977	1085;7428	True;True	1100;7491	3423;3424;21971	6317;6318;6319;6320;39652;39653	6320;39652			-1
Q06408	Q06408	6	6	6	Transaminated amino acid decarboxylase	ARO10	sp|Q06408|ARO10_YEAST Transaminated amino acid decarboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO10 PE=1 SV=1	1	6	6	6	15.3	15.3	15.3	71.384	635	635	0	28.571	0.96225	1.4404	9.3247	9	0	Leave out requantified	696160000	319890000	376270000				1978	5419;5607;7711;11546;14158;14752	True;True;True;True;True;True	5467;5656;7775;11659;14301;14900	16180;16181;16745;16746;16747;22843;22844;34112;34113;42551;42552;44405	29543;29544;29545;29546;30665;30666;30667;30668;41177;41178;41179;41180;41181;41182;61028;61029;76104;76105;76106;76107;76108;76109;79636	29546;30667;41178;61028;76105;79636			-1
Q06436	Q06436	1	1	1	RING-finger protein MAG2	MAG2	sp|Q06436|MAG2_YEAST RING-finger protein MAG2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MAG2 PE=1 SV=1	1	1	1	1	2.4	2.4	2.4	76.316	670	670	0	3.4679	0.82572	1.1168	9.5401	2	0	Median	5701400	2908200	2793200				1979	15076	True	15225	45330;45331	81366;81367	81367			-1
Q06440	Q06440	17	17	17	Coronin-like protein	CRN1	sp|Q06440|CORO_YEAST Coronin-like protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CRN1 PE=1 SV=1	1	17	17	17	31.2	31.2	31.2	72.552	651	651	0	37.329	0.64523	0.97502	23.675	17	0	Leave out requantified	1411900000	908490000	503380000				1980	3308;3482;3898;4075;5340;6399;7054;8838;8839;9133;11357;11358;11540;12089;14357;14358;15344	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	3338;3512;3930;4107;5388;6453;7113;8914;8915;9210;11470;11471;11653;12210;14501;14502;15495	10267;10643;11806;12244;15932;15933;19070;19071;20965;26353;26354;26355;27270;27271;33527;33528;33529;34097;35785;43114;43115;43116;43117;46205;46206	18794;19446;21573;22419;29101;29102;29103;29104;34769;34770;37961;47466;47467;47468;47469;47470;47471;47472;47473;49068;49069;49070;60083;60084;60085;60086;60087;60088;60089;61003;64060;77185;77186;77187;77188;77189;77190;82987;82988	18794;19446;21573;22419;29101;34770;37961;47466;47473;49069;60087;60089;61003;64060;77185;77188;82987			-1
Q06449	Q06449	2	2	2	[PSI+] inducibility protein 3	PIN3	sp|Q06449|PIN3_YEAST [PSI+] inducibility protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PIN3 PE=1 SV=1	1	2	2	2	17.2	17.2	17.2	23.539	215	215	0.00048614	2.0022	NaN	NaN	NaN	0	0	Median	0	0	0				1981	4533;7766	True;True	4568;7831	13498;13499;13500;23058;23059	24673;24674;24675;41561;41562	24673;41562			-1
Q06451	Q06451	1	1	1	Polyamine transporter 3	TPO3	sp|Q06451|TPO3_YEAST Polyamine transporter 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPO3 PE=1 SV=1	1	1	1	1	2.1	2.1	2.1	68.065	622	622	0.0050645	1.4552	NaN	NaN	NaN	0	0	Median	48483000	48483000	0				1982	944	True	958	3029	5548	5548			-1
Q06485	Q06485	1	1	1	Autophagy-related protein 33	ATG33	sp|Q06485|ATG33_YEAST Autophagy-related protein 33 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATG33 PE=1 SV=1	1	1	1	1	12.7	12.7	12.7	20.4	197	197	0	3.69	NaN	NaN	NaN	0	0	Median	46180000	46180000	0				1983	7310	True	7373	21695;21696	39187;39188;39189	39187			-1
Q06488	Q06488	4	4	4	Chromatin structure-remodeling complex subunit RSC2	RSC2	sp|Q06488|RSC2_YEAST Chromatin structure-remodeling complex subunit RSC2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RSC2 PE=1 SV=1	1	4	4	4	8	8	8	102.3	889	889	0	12.884	NaN	NaN	NaN	1	0	Median	118320000	96473000	21845000				1984	2164;4353;12821;14506	True;True;True;True	2187;4387;12950;14651	6872;12990;37863;37864;43622	12651;23760;23761;67740;67741;78149	12651;23760;67740;78149			-1
Q06489	Q06489	9	9	9	Methylthioribose-1-phosphate isomerase	MRI1	sp|Q06489|MTNA_YEAST Methylthioribose-1-phosphate isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRI1 PE=1 SV=1	1	9	9	9	36.7	36.7	36.7	45.02	411	411	0	70.612	0.81665	1.2173	7.4829	11	0	Leave out requantified	1052400000	660410000	391960000				1985	227;4993;5490;8868;12200;13143;15325;15868;16116	True;True;True;True;True;True;True;True;True	231;5036;5539;8944;12324;13273;15476;16022;16271	900;14975;16416;16417;26449;36098;36099;36100;36101;36102;36103;36104;38881;38882;38883;38884;38885;46160;47803;47804;48440;48441;48442	1573;27428;27429;30075;30076;47644;64590;64591;64592;64593;64594;64595;64596;64597;64598;69612;69613;69614;69615;69616;82899;85848;85849;85850;85851;87046;87047;87048;87049;87050;87051	1573;27429;30076;47644;64595;69613;82899;85850;87049			-1
Q06493	Q06493	5	5	5	LETM1 domain-containing protein YLH47, mitochondrial	YLH47	sp|Q06493|YLH47_YEAST LETM1 domain-containing protein YLH47, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLH47 PE=1 SV=1	1	5	5	5	16.3	16.3	16.3	52.174	454	454	0	29.716	0.62584	0.98756	19.149	9	0	Leave out requantified	810730000	515600000	295140000				1986	7665;11917;12849;14949;15926	True;True;True;True;True	7728;12034;12978;15098;16080	22610;22611;35187;35188;35189;35190;37958;44943;44944;47932	40803;40804;40805;40806;62966;62967;62968;62969;67909;80628;80629;86059	40803;62967;67909;80629;86059			-1
Q06504	Q06504	2	2	2	N-terminal acetyltransferase B complex catalytic subunit NAT3	NAT3	sp|Q06504|NAT3_YEAST N-terminal acetyltransferase B complex catalytic subunit NAT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NAT3 PE=1 SV=2	1	2	2	2	17.4	17.4	17.4	22.921	195	195	0	5.665	0.6138	0.95261	0.50237	2	0	Median	19468000	10425000	9042700				1987	4991;7460	True;True	5034;7523	14972;22058;22059;22060	27421;39817;39818;39819;39820	27421;39819			-1
Q06505	Q06505	8	8	8	Transcription factor SPN1	SPN1	sp|Q06505|IWS1_YEAST Transcription factor SPN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPN1 PE=1 SV=1	1	8	8	8	26.3	26.3	26.3	46.082	410	410	0	35.163	0.67359	1.0049	28.084	10	0	Leave out requantified	669720000	354110000	315610000				1988	10;868;4545;6438;12224;12225;15262;15555	True;True;True;True;True;True;True;True	10;881;4580;6492;12348;12349;15411;15707	42;43;44;2814;2815;2816;13537;13538;19219;19220;19221;36174;36175;36176;36177;45945;45946;46863	80;81;82;5161;5162;5163;5164;5165;5166;24748;24749;24750;35039;35040;35041;35042;35043;35044;35045;35046;64735;64736;64737;64738;64739;82438;82439;82440;84198	80;5163;24750;35041;64735;64739;82439;84198			-1
Q06506	Q06506	3	3	3	Ribosomal RNA-processing protein 9	RRP9	sp|Q06506|RRP9_YEAST Ribosomal RNA-processing protein 9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RRP9 PE=1 SV=1	1	3	3	3	10.8	10.8	10.8	65.053	573	573	0	4.8468	NaN	NaN	NaN	0	0	Median	58628000	24702000	33927000				1989	5146;13388;14452	True;True;True	5193;13521;14597	15376;15377;39902;43455	28114;28115;71406;77827	28114;71406;77827			-1
Q06511	Q06511	2	2	2	Ribosomal RNA-processing protein 15	RRP15	sp|Q06511|RRP15_YEAST Ribosomal RNA-processing protein 15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RRP15 PE=1 SV=1	1	2	2	2	9.2	9.2	9.2	28.212	250	250	0	3.6103	NaN	NaN	NaN	1	0	Median	116150000	83722000	32432000				1990	11024;13183	True;True	11135;13313	32729;38999	58747;69819	58747;69819			-1
Q06512	Q06512	1	1	1	Nucleolar complex protein 4	NOC4	sp|Q06512|NOC4_YEAST Nucleolar complex protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NOC4 PE=1 SV=1	1	1	1	1	2.2	2.2	2.2	63.636	552	552	0	4.2025	0.72201	1.1276	2.9381	2	0	Median	115220000	58146000	57072000				1991	14778	True	14926	44460;44461	79722;79723;79724;79725;79726	79724			-1
Q06523	Q06523	3	3	3	Uncharacterized protein YPR148C	YPR148C	sp|Q06523|YP148_YEAST Uncharacterized protein YPR148C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPR148C PE=1 SV=1	1	3	3	3	7.4	7.4	7.4	49.279	435	435	0	3.2965	NaN	NaN	NaN	0	0	Median	99501000	99501000	0				1992	7652;8535;10675	True;True;True	7715;8608;10782	22578;25496;31808	40759;45970;57144;57145	40759;45970;57145			-1
Q06580	Q06580	1	1	1	Myosin light chain 2	MLC2	sp|Q06580|MLC2_YEAST Myosin light chain 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MLC2 PE=1 SV=1	1	1	1	1	7.4	7.4	7.4	18.52	163	163	0	2.726	NaN	NaN	NaN	0	0	Median	51752000	51752000	0				1993	7671	True	7734	22622;22623	40827;40828	40828			-1
Q06608	Q06608	1	1	1	Pyridoxamine 5-phosphate oxidase homolog	YPR172W	sp|Q06608|PDXH_YEAST Pyridoxamine 5-phosphate oxidase homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPR172W PE=1 SV=1	1	1	1	1	7.5	7.5	7.5	22.507	200	200	0	5.6111	0.54003	0.8137	3.2697	2	0	Median	74115000	43736000	30378000				1994	1286	True	1302	4185;4186;4187	7770;7771;7772;7773;7774	7774			-1
Q06624	Q06624	1	1	1	DNA damage tolerance protein RHC31	AOS1	sp|Q06624|RHC31_YEAST DNA damage tolerance protein RHC31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AOS1 PE=1 SV=1	1	1	1	1	5.5	5.5	5.5	39.273	347	347	0	12.272	0.74275	1.1801	17.875	3	0	Median	11845000	5684200	6160500				1995	15221	True	15370	45835;45836;45837;45838;45839;45840	82239;82240;82241;82242;82243;82244;82245;82246;82247;82248	82248			-1
Q06630	Q06630	1	1	1	Mitochondrial homologous recombination protein 1	MHR1	sp|Q06630|MHR1_YEAST Mitochondrial homologous recombination protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MHR1 PE=1 SV=1	1	1	1	1	6.2	6.2	6.2	26.894	226	226	0.0046642	1.5719	NaN	NaN	NaN	0	0	Median	0	0	0				1996	7597	True	7660	22439	40492	40492			-1
Q06631	Q06631	5	5	5	Protein BFR2	BFR2	sp|Q06631|BFR2_YEAST Protein BFR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BFR2 PE=1 SV=1	1	5	5	5	13.7	13.7	13.7	61.202	534	534	0	25.467	0.73132	1.1153	16.028	9	0	Leave out requantified	846970000	480020000	366950000				1997	509;7615;14898;15128;15475	True;True;True;True;True	519;7678;15047;15277;15627	1796;22478;22479;44783;44784;44785;44786;45457;46644;46645;46646	3321;40556;40557;40558;40559;40560;80318;80319;80320;80321;80322;80323;81602;81603;81604;83811;83812;83813;83814;83815;83816;83817	3321;40559;80321;81602;83813			-1
Q06632	Q06632	1	1	1	Protein CFT1	CFT1	sp|Q06632|CFT1_YEAST Protein CFT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CFT1 PE=1 SV=1	1	1	1	1	1.8	1.8	1.8	153.4	1357	1357	0	2.909	NaN	NaN	NaN	0	0	Median	2425800	2425800	0				1998	1631	True	1648	5181;5182;5183;5184	9613;9614;9615;9616;9617	9616			-1
Q06639	Q06639	1	1	1	Chromatin structure-remodeling complex protein RSC3	RSC3	sp|Q06639|RSC3_YEAST Chromatin structure-remodeling complex protein RSC3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RSC3 PE=1 SV=1	1	1	1	1	2	2	2	101.72	885	885	0.0063492	1.3002	NaN	NaN	NaN	0	0	Median	0	0	0				1999	12609	True	12737	37268;37269	66691;66692	66692			-1
Q06644	Q06644	1	1	1	Probable dolichyl-phosphate-mannose--protein mannosyltransferase 7	PMT7	sp|Q06644|PMT7_YEAST Probable dolichyl-phosphate-mannose--protein mannosyltransferase 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PMT7 PE=1 SV=1	1	1	1	1	2.3	2.3	2.3	77.569	662	662	0.0097734	1.0661	NaN	NaN	NaN	0	0	Median	0	0	0				2000	3205	True	3235	10017	18341	18341			-1
Q06672	Q06672	1	1	1	Pre-rRNA-processing protein TSR2	TSR2	sp|Q06672|TSR2_YEAST Pre-rRNA-processing protein TSR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TSR2 PE=1 SV=2	1	1	1	1	6.3	6.3	6.3	23.713	205	205	0	3.4941	0.70809	1.1202	9.0761	2	0	Median	140770000	65605000	75167000				2001	13745	True	13881	41053;41054	73443;73444	73444			-1
Q06677	Q06677	2	2	2	Auxilin-like clathrin uncoating factor SWA2	SWA2	sp|Q06677|SWA2_YEAST Auxilin-like clathrin uncoating factor SWA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SWA2 PE=1 SV=1	1	2	2	2	6	6	6	75.019	668	668	0.00049213	2.1089	NaN	NaN	NaN	1	0	Median	4326800	2658000	1668700				2002	2549;11868	True;True	2573;11984	7970;35071	14498;62782	14498;62782			-1
Q06678	Q06678	2	2	2	54S ribosomal protein L35, mitochondrial	MRPL35	sp|Q06678|RM35_YEAST 54S ribosomal protein L35, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRPL35 PE=1 SV=1	1	2	2	2	8.4	8.4	8.4	42.825	367	367	0.0050297	1.3992	NaN	NaN	NaN	0	0	Median	20509000	20509000	0				2003	6063;15426	True;True	6115;15577	18075;46461;46462	33034;83482;83483	33034;83482			-1
Q06679	Q06679	4	4	4	U3 small nucleolar RNA-associated protein 4	UTP4	sp|Q06679|UTP4_YEAST U3 small nucleolar RNA-associated protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UTP4 PE=1 SV=1	1	4	4	4	9.7	9.7	9.7	87.8	776	776	0	6.9915	0.57042	0.88888	13.111	2	0	Median	134160000	71599000	62564000				2004	6443;7659;8921;10273	True;True;True;True	6497;7722;8997;10377	19232;22595;22596;26592;30668	35061;40786;40787;47859;55099	35061;40787;47859;55099			-1
Q06681	Q06681	3	3	3	GRAM domain-containing protein YSP2	YSP2	sp|Q06681|YSP2_YEAST Membrane-anchored lipid-binding protein YSP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YSP2 PE=1 SV=1	1	3	3	3	3.1	3.1	3.1	160.58	1438	1438	0	15.852	0.90064	1.3208	0.67299	6	0	Leave out requantified	27038000	16746000	10292000				2005	2242;3202;10487	True;True;True	2266;3232;10593	7113;7114;7115;7116;10012;31264;31265	13092;13093;13094;13095;13096;13097;18335;56138;56139;56140;56141	13096;18335;56138			-1
Q06682	Q06682	1	1	1	UBX domain-containing protein 5	UBX5	sp|Q06682|UBX5_YEAST UBX domain-containing protein 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBX5 PE=1 SV=1	1	1	1	1	3	3	3	56.736	500	500	0	8.6909	NaN	NaN	NaN	0	0	Median	12053000	12053000	0				2006	12434	True	12562	36796	65934	65934			-1
Q06685	Q06685	5	5	5	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	VIP1	sp|Q06685|VIP1_YEAST Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VIP1 PE=1 SV=1	1	5	5	5	7.2	7.2	7.2	129.75	1146	1146	0	31.207	0.45367	0.70699	30.478	6	0	Leave out requantified	214610000	163960000	50649000				2007	275;4931;6648;10725;14734	True;True;True;True;True	279;4973;6704;10832;14882	1028;1029;14821;19893;19894;19895;31950;31951;31952;44345;44346	1828;1829;1830;1831;27175;36198;36199;36200;36201;36202;57390;57391;57392;57393;79507;79508;79509	1831;27175;36201;57392;79507			-1
Q06689	Q06689	5	5	5	Cell membrane protein YLR413W	YLR413W	sp|Q06689|YL413_YEAST Cell membrane protein YLR413W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR413W PE=1 SV=1	1	5	5	5	12.1	12.1	12.1	72.697	675	675	0	16.546	0.92894	1.384	17.343	14	0	Leave out requantified	1330100000	657060000	673030000				2008	2677;8752;8806;11911;12088	True;True;True;True;True	2703;8827;8881;12028;12209	8390;8391;8392;8393;26121;26122;26250;26251;35172;35173;35174;35175;35783;35784	15315;15316;15317;15318;15319;15320;15321;15322;47050;47051;47052;47295;47296;62945;62946;62947;62948;62949;62950;62951;64057;64058;64059	15322;47052;47296;62949;64058			-1
Q06697	Q06697	1	1	1	Cell division control protein 73	CDC73	sp|Q06697|CDC73_YEAST Cell division control protein 73 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC73 PE=1 SV=1	1	1	1	1	4.3	4.3	4.3	44.456	393	393	0	2.4517	NaN	NaN	NaN	0	0	Median	0	0	0				2009	912	True	925	2927	5370	5370			-1
