Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Intensity	Intensity L	Intensity H	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
P49089	P49089	32	32	24	Asparagine synthetase [glutamine-hydrolyzing] 1	ASN1	sp|P49089|ASNS1_YEAST Asparagine synthetase [glutamine-hydrolyzing] 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ASN1 PE=1 SV=2	1	32	32	24	69.1	69.1	53.8	64.47	572	572	0	323.31	0.71245	0.98761	23.87	118	0	Leave out requantified	34276000000	19293000000	14984000000				1456	161;222;231;1052;1108;1319;1344;1713;2047;2095;2573;4641;4737;5727;6203;7515;7694;7958;9181;9655;9952;10379;10781;12252;13422;13522;14074;14357;14917;15033;15034;15191	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	163;225;234;1065;1121;1333;1358;1731;2068;2116;2598;4682;4781;5780;6257;7580;7761;8030;9275;9755;10059;10488;10895;12382;13570;13672;14232;14517;15081;15198;15199;15357	683;684;685;686;687;937;938;939;940;941;942;963;964;965;966;967;968;969;3468;3469;3659;3660;4379;4380;4381;4444;4445;4446;5646;5647;6642;6643;6644;6645;6646;6777;8229;8230;8231;8232;8233;8234;8235;14256;14257;14258;14259;14508;14509;14510;14511;17423;17424;18990;18991;18992;18993;22640;23183;23184;23185;23186;24008;24009;24010;24011;24012;24013;24014;24015;24016;24017;24018;24019;24020;24021;24022;24023;24024;24025;24026;24027;24028;24029;24030;24031;24032;24033;24034;24035;24036;24037;24038;24039;24040;24041;24042;24043;24044;24045;24046;24047;24048;24049;24050;24051;24052;24053;24054;24055;24056;24057;24058;24059;24060;24061;24062;24063;24064;24065;24066;24067;24068;24069;24070;24071;24072;24073;24074;24075;24076;24077;24078;27922;27923;27924;27925;27926;27927;27928;27929;27930;27931;27932;27933;27934;27935;29270;29271;30160;30161;31275;31276;31277;31278;32319;32320;32321;32322;36805;36806;36807;36808;36809;36810;36811;36812;36813;36814;40702;40703;41230;41231;41232;42970;42971;42972;42973;43764;43765;43766;43767;45611;45612;45933;45934;45935;45936;45937;45938;45939;46456;46457;46458;46459;46460;46461;46462	1199;1200;1201;1202;1203;1204;1205;1206;1207;1208;1682;1683;1684;1685;1686;1687;1688;1689;1690;1691;1692;1719;1720;1721;1722;1723;1724;1725;1726;1727;1728;1729;1730;1731;1732;1733;1734;6464;6465;6466;6467;6468;6469;6470;6471;6811;6812;6813;6814;6815;8151;8152;8153;8249;8250;8251;10467;10468;12274;12275;12276;12277;12278;12279;12280;12281;12282;12283;12284;12486;15055;15056;15057;15058;15059;15060;15061;15062;15063;15064;26171;26172;26173;26174;26175;26176;26177;26178;26179;26180;26181;26182;26595;26596;26597;26598;26599;26600;26601;26602;31878;31879;31880;31881;31882;31883;31884;34733;34734;34735;34736;34737;34738;34739;41042;42104;42105;42106;42107;42108;42109;42110;42111;42112;42113;42114;42115;42116;42117;42118;43669;43670;43671;43672;43673;43674;43675;43676;43677;43678;43679;43680;43681;43682;43683;43684;43685;43686;43687;43688;43689;43690;43691;43692;43693;43694;43695;43696;43697;43698;43699;43700;43701;43702;43703;43704;43705;43706;43707;43708;43709;43710;43711;43712;43713;43714;43715;43716;43717;43718;43719;43720;43721;43722;43723;43724;43725;43726;43727;43728;43729;43730;43731;43732;43733;43734;43735;43736;43737;43738;43739;43740;43741;43742;43743;43744;43745;43746;43747;43748;43749;43750;43751;43752;43753;43754;43755;43756;43757;43758;43759;43760;43761;43762;43763;43764;43765;43766;43767;43768;43769;43770;43771;43772;43773;43774;43775;43776;43777;43778;43779;43780;43781;43782;43783;43784;43785;43786;43787;43788;43789;43790;43791;50635;50636;50637;50638;50639;50640;50641;50642;50643;50644;50645;50646;50647;50648;50649;50650;50651;50652;50653;50654;50655;50656;50657;50658;50659;50660;50661;50662;50663;50664;50665;53085;53086;53087;53088;53089;54718;54719;54720;54721;54722;56709;56710;56711;56712;56713;58480;58481;58482;58483;58484;58485;58486;58487;58488;58489;58490;58491;58492;58493;58494;58495;58496;66445;66446;66447;66448;66449;66450;66451;66452;66453;66454;66455;66456;66457;66458;66459;66460;66461;66462;66463;73521;73522;73523;73524;74444;74445;74446;74447;74448;74449;74450;77797;77798;77799;77800;77801;77802;79375;79376;79377;79378;79379;79380;79381;82878;82879;83417;83418;83419;83420;83421;83422;83423;83424;83425;83426;83427;83428;83429;83430;84352;84353;84354;84355;84356;84357;84358;84359;84360;84361;84362;84363;84364;84365;84366	1206;1689;1733;6464;6812;8153;8249;10468;12274;12486;15055;26179;26596;31884;34734;41042;42107;43763;50650;53089;54720;56709;58483;66458;73524;74445;77799;79380;82879;83421;83429;84363			-1
P49090	P49090	27	19	19	Asparagine synthetase [glutamine-hydrolyzing] 2	ASN2	sp|P49090|ASNS2_YEAST Asparagine synthetase [glutamine-hydrolyzing] 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ASN2 PE=1 SV=2	1	27	19	19	59.3	44.1	44.1	64.592	572	572	0	323.31	0.58643	0.84483	25.421	65	0	Leave out requantified	12776000000	7509600000	5266300000				1457	161;162;230;510;805;1052;1714;2480;2679;3372;4489;5728;6202;7511;7695;7957;9181;9655;10380;10396;10782;12160;12252;14074;14356;15033;15034	False;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;False;False;True;False;False	163;164;233;518;816;1065;1732;2504;2708;3401;4527;5781;6256;7576;7762;8029;9275;9755;10489;10505;10896;12290;12382;14232;14516;15198;15199	683;684;685;686;687;688;689;690;957;958;959;960;961;962;1875;1876;1877;2721;2722;3468;3469;5648;5649;5650;5651;7949;8504;8505;8506;8507;10493;10494;10495;13829;13830;13831;13832;17425;17426;18986;18987;18988;18989;22628;22629;22630;22631;23187;23188;23189;23190;23977;23978;23979;23980;23981;23982;23983;23984;23985;23986;23987;23988;23989;23990;23991;23992;23993;23994;23995;23996;23997;23998;23999;24000;24001;24002;24003;24004;24005;24006;24007;27922;27923;27924;27925;27926;27927;27928;27929;27930;27931;27932;27933;27934;27935;29270;29271;31279;31322;31323;31324;31325;31326;31327;31328;32323;32324;36492;36493;36805;36806;36807;36808;36809;36810;36811;36812;36813;36814;42970;42971;42972;42973;43760;43761;43762;43763;45933;45934;45935;45936;45937;45938;45939	1199;1200;1201;1202;1203;1204;1205;1206;1207;1208;1209;1210;1211;1712;1713;1714;1715;1716;1717;1718;3575;3576;3577;5081;5082;5083;5084;6464;6465;6466;6467;6468;6469;6470;6471;10469;10470;10471;10472;10473;10474;10475;10476;10477;10478;10479;10480;14549;14550;15524;15525;15526;15527;15528;15529;15530;15531;15532;15533;19193;19194;19195;19196;19197;19198;19199;19200;19201;25447;25448;25449;25450;25451;25452;31885;31886;34725;34726;34727;34728;34729;34730;34731;34732;41027;41028;41029;41030;41031;42119;42120;42121;42122;42123;42124;42125;42126;42127;43600;43601;43602;43603;43604;43605;43606;43607;43608;43609;43610;43611;43612;43613;43614;43615;43616;43617;43618;43619;43620;43621;43622;43623;43624;43625;43626;43627;43628;43629;43630;43631;43632;43633;43634;43635;43636;43637;43638;43639;43640;43641;43642;43643;43644;43645;43646;43647;43648;43649;43650;43651;43652;43653;43654;43655;43656;43657;43658;43659;43660;43661;43662;43663;43664;43665;43666;43667;43668;50635;50636;50637;50638;50639;50640;50641;50642;50643;50644;50645;50646;50647;50648;50649;50650;50651;50652;50653;50654;50655;50656;50657;50658;50659;50660;50661;50662;50663;50664;50665;53085;53086;53087;53088;53089;56714;56771;56772;56773;56774;56775;56776;56777;56778;56779;56780;56781;56782;56783;56784;58497;58498;58499;58500;65822;65823;65824;65825;65826;65827;65828;65829;65830;65831;65832;66445;66446;66447;66448;66449;66450;66451;66452;66453;66454;66455;66456;66457;66458;66459;66460;66461;66462;66463;77797;77798;77799;77800;77801;77802;79368;79369;79370;79371;79372;79373;79374;83417;83418;83419;83420;83421;83422;83423;83424;83425;83426;83427;83428;83429;83430	1206;1211;1715;3576;5081;6464;10470;14549;15528;19199;25451;31885;34731;41031;42119;43625;50650;53089;56714;56776;58497;65826;66458;77799;79371;83421;83429			-1
P49095	P49095	13	13	13	Glycine dehydrogenase (decarboxylating), mitochondrial	GCV2	sp|P49095|GCSP_YEAST Glycine dehydrogenase (decarboxylating), mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCV2 PE=1 SV=1	1	13	13	13	20.3	20.3	20.3	114.45	1034	1034	0	53.141	0.7261	1.0678	37.149	9	0	Leave out requantified	546380000	342240000	204140000				1458	1666;2046;3088;3719;4486;7434;9037;9505;10019;11463;13115;13116;14688	True;True;True;True;True;True;True;True;True;True;True;True;True	1683;2067;3117;3750;4524;7497;9125;9602;10126;11584;13258;13259;14851	5470;6640;6641;9797;11479;11480;13821;22452;27491;27492;27493;27494;28867;28868;30335;34317;39818;39819;39820;39821;39822;39823;44794	10151;12272;12273;17886;20985;20986;20987;20988;25433;40731;49847;49848;49849;49850;49851;49852;49853;49854;49855;49856;49857;49858;49859;52388;52389;52390;55034;61928;71925;71926;71927;71928;71929;71930;71931;81380	10151;12272;17886;20985;25433;40731;49852;52389;55034;61928;71925;71930;81380			-1
P49166	P49166	5	2	2	60S ribosomal protein L37-A	RPL37A	sp|P49166|RL37A_YEAST 60S ribosomal protein L37-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL37A PE=1 SV=2	1	5	2	2	48.9	21.6	21.6	9.8502	88	88	0.00052798	3.2533	1.094	1.4007	2.1672	2	0	Median	1460700000	436830000	1023900000				1459	3182;3907;11278;11443;12418	True;False;False;False;True	3211;3938;11397;11564;12551	10015;10016;11978;33708;34245;34246;37383;37384	18277;18278;21896;60889;61771;61772;67557;67558;67559	18277;21896;60889;61771;67557			-1
P49167	P49167	8	8	8	60S ribosomal protein L38	RPL38	sp|P49167|RL38_YEAST 60S ribosomal protein L38 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL38 PE=1 SV=1	1	8	8	8	55.1	55.1	55.1	8.8264	78	78	0	72.159	0.76097	1.1132	21.616	24	0	Leave out requantified	10904000000	5658400000	5245200000				1460	978;979;2272;4254;6600;7625;10285;14443	True;True;True;True;True;True;True;True	991;992;2296;4288;6658;7692;10393;14603	3262;3263;3264;7310;7311;7312;7313;7314;12984;12985;12986;12987;12988;20066;20067;20068;20069;20070;20071;20072;23017;23018;23019;23020;23021;23022;23023;31048;31049;31050;31051;44007;44008;44009;44010;44011	6046;6047;6048;6049;6050;13416;13417;13418;13419;13420;13421;13422;13423;13424;13425;13426;13427;13428;13429;13430;23767;23768;23769;23770;23771;23772;23773;23774;23775;23776;23777;23778;23779;23780;23781;23782;23783;23784;36597;36598;36599;36600;36601;36602;36603;36604;36605;36606;36607;36608;36609;36610;41823;41824;41825;41826;41827;41828;41829;41830;41831;41832;41833;41834;41835;41836;41837;41838;41839;41840;41841;41842;41843;41844;56329;56330;56331;56332;56333;56334;56335;56336;56337;56338;79827;79828;79829;79830;79831;79832;79833;79834;79835	6047;6048;13423;23779;36608;41835;56333;79829			-1
P49334	P49334	2	2	2	Mitochondrial import receptor subunit TOM22	TOM22	sp|P49334|TOM22_YEAST Mitochondrial import receptor subunit TOM22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TOM22 PE=1 SV=3	1	2	2	2	28.9	28.9	28.9	16.79	152	152	0	54.807	0.4587	0.667	4.6438	2	0	Median	501650000	326210000	175440000				1461	12642;13774	True;True	12780;13928	38065;41964;41965;41966	68761;75834;75835;75836;75837;75838;75839	68761;75839			-1
P49367	P49367	5	5	5	Homoaconitase, mitochondrial	LYS4	sp|P49367|LYS4_YEAST Homoaconitase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LYS4 PE=1 SV=1	1	5	5	5	11.3	11.3	11.3	75.15	693	693	0	23.88	0.73104	1.1039	15.811	2	0	Median	53249000	51055000	2193600				1462	8311;8312;8520;12613;14497	True;True;True;True;True	8385;8386;8596;12750;14657	25218;25219;25220;25826;25827;37999;44148	45749;45750;45751;45752;46879;46880;46881;68651;80094	45751;45752;46880;68651;80094			-1
P49435	P49435	7	7	7	Adenine phosphoribosyltransferase 1	APT1	sp|P49435|APT1_YEAST Adenine phosphoribosyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APT1 PE=1 SV=3	1	7	7	7	33.7	33.7	33.7	20.587	187	187	0	60.272	0.67094	0.93719	29.685	16	0	Leave out requantified	1996700000	1166500000	830160000				1463	330;1137;6208;7503;7992;11454;11626	True;True;True;True;True;True;True	333;1150;6262;7566;8064;11575;11750	1286;3730;3731;3732;3733;19000;22607;22608;22609;22610;24174;24175;34291;34292;34293;34913;34914;34915;34916	2351;6937;6938;6939;6940;34748;40998;40999;41000;41001;41002;41003;41004;43956;43957;43958;43959;61882;61883;61884;61885;63023;63024;63025;63026;63027;63028;63029;63030;63031;63032;63033;63034;63035	2351;6937;34748;41003;43956;61883;63033			-1
P49626	P49626	17	2	2	60S ribosomal protein L4-B	RPL4B	sp|P49626|RL4B_YEAST 60S ribosomal protein L4-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL4B PE=1 SV=2	1	17	2	2	60.2	4.4	4.4	39.062	362	362	0	16.219	0.87451	1.2821	12.65	9	0	Leave out requantified	4355400000	2304700000	2050700000				1464	318;1177;3527;4122;5298;5299;5300;5695;7200;10052;10753;11374;12069;12762;12763;13767;13921	False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False	321;1190;3557;4155;5346;5347;5348;5748;7261;10159;10867;11493;11494;12199;12901;12902;13921;14076	1245;1246;1247;1248;1249;1250;1251;1252;3885;3886;10942;10943;10944;10945;10946;10947;10948;12600;12601;16179;16180;16181;16182;16183;16184;16185;16186;16187;16188;17330;17331;17332;17333;21678;21679;21680;21681;21682;21683;21684;21685;21686;30418;30419;30420;30421;30422;30423;32243;32244;32245;32246;34048;34049;34050;34051;34052;36243;36244;36245;36246;36247;36248;36249;38458;38459;38460;38461;38462;38463;38464;38465;38466;41944;41945;41946;41947;41948;42482;42483;42484;42485;42486	2260;2261;2262;2263;2264;2265;2266;2267;2268;2269;2270;2271;2272;2273;2274;7240;7241;7242;7243;7244;20002;20003;20004;20005;20006;20007;20008;23059;23060;23061;23062;23063;23064;23065;23066;29681;29682;29683;29684;29685;29686;29687;29688;29689;29690;29691;29692;29693;29694;29695;29696;29697;29698;29699;29700;29701;29702;29703;29704;31698;31699;31700;31701;31702;31703;31704;31705;31706;31707;31708;31709;31710;31711;31712;31713;31714;31715;31716;31717;31718;31719;31720;31721;31722;31723;39342;39343;39344;39345;39346;39347;39348;39349;39350;39351;39352;39353;39354;39355;39356;39357;39358;39359;39360;39361;39362;39363;39364;39365;39366;39367;39368;39369;39370;39371;55178;55179;55180;55181;55182;55183;55184;55185;55186;55187;55188;55189;55190;55191;55192;55193;55194;55195;55196;58341;58342;58343;58344;58345;58346;58347;58348;58349;58350;58351;58352;58353;58354;58355;58356;61472;61473;61474;61475;61476;61477;61478;61479;65391;65392;65393;65394;65395;65396;65397;65398;65399;69509;69510;69511;69512;69513;69514;69515;69516;69517;69518;69519;69520;69521;69522;69523;69524;69525;69526;75794;75795;75796;75797;75798;75799;75800;75801;75802;75803;75804;75805;75806;75807;75808;75809;76808;76809;76810;76811;76812;76813;76814;76815;76816;76817;76818;76819;76820;76821;76822;76823;76824;76825	2270;7242;20005;23060;29682;29687;29698;31700;39361;55192;58355;61478;65392;69513;69524;75807;76816	84	93	-1
P49687	P49687	6	6	6	Nucleoporin NUP145;Nucleoporin NUP145N;Nucleoporin NUP145C	NUP145	sp|P49687|NU145_YEAST Nucleoporin NUP145 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP145 PE=1 SV=1	1	6	6	6	7.5	7.5	7.5	145.66	1317	1317	0	53.275	0.64685	1.0068	38.246	4	0	Leave out requantified	196790000	172450000	24347000				1465	2596;7212;7860;8646;11089;12970	True;True;True;True;True;True	2621;7273;7929;8722;11206;13113	8301;21722;23648;23649;26217;26218;26219;26220;33156;33157;33158;39319	15177;39427;42988;42989;42990;47582;47583;47584;47585;59870;59871;59872;71098	15177;39427;42990;47584;59871;71098			-1
P49723	P49723	15	15	15	Ribonucleoside-diphosphate reductase small chain 2	RNR4	sp|P49723|RIR4_YEAST Ribonucleoside-diphosphate reductase small chain 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RNR4 PE=1 SV=1	1	15	15	15	51.9	51.9	51.9	40.054	345	345	0	319.3	0.69702	0.98364	26.3	35	0	Leave out requantified	6735600000	4052600000	2683000000				1466	1923;1924;2138;2858;3530;3641;5323;8497;8861;11056;13359;13550;14805;15209;15465	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1944;1945;2160;2887;3560;3672;5371;8573;8940;11172;13507;13700;14968;15375;15631	6299;6300;6301;6302;6303;6304;6305;6925;6926;9001;9002;10952;10953;11269;11270;11271;11272;16247;16248;16249;16250;25777;26863;26864;26865;26866;33067;33068;33069;40539;41308;41309;41310;41311;41312;45181;45182;45183;45184;45185;45186;46518;46519;46520;46521;46522;47190;47191;47192;47193;47194	11642;11643;11644;11645;11646;11647;11648;11649;11650;11651;12737;12738;12739;12740;16439;16440;20013;20014;20015;20016;20614;20615;20616;20617;20618;20619;20620;20621;20622;20623;29796;29797;29798;29799;29800;29801;29802;29803;29804;29805;29806;29807;29808;29809;29810;46792;46793;48699;48700;48701;48702;48703;48704;48705;48706;48707;59710;59711;59712;73181;74575;74576;74577;74578;74579;74580;74581;74582;74583;74584;74585;82127;82128;82129;82130;82131;82132;82133;82134;82135;84471;84472;84473;84474;84475;84476;84477;84478;84479;84480;84481;84482;84483;84484;85755;85756;85757;85758;85759;85760;85761;85762;85763;85764;85765;85766;85767;85768;85769;85770;85771	11645;11648;12737;16439;20015;20621;29801;46792;48705;59710;73181;74576;82128;84475;85763			-1
P49954	P49954	4	4	4	Probable hydrolase NIT3	NIT3	sp|P49954|NIT3_YEAST Omega-amidase NIT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NIT3 PE=1 SV=1	1	4	4	4	19.6	19.6	19.6	32.549	291	291	0	8.547	0.49916	0.69807	27.989	2	0	Median	146160000	105670000	40488000				1467	2546;3329;5288;8708	True;True;True;True	2570;3358;5336;8784	8148;10377;10378;16156;26450	14899;18954;18955;18956;18957;29609;47970	14899;18955;29609;47970			-1
P49957	P49957	1	1	1	tRNA (carboxymethyluridine(34)-5-O)-methyltransferase	TRM9	sp|P49957|TRM9_YEAST tRNA (carboxymethyluridine(34)-5-O)-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRM9 PE=1 SV=1	1	1	1	1	7.5	7.5	7.5	32.438	279	279	0	15.656	0.35356	0.55846	7.8886	2	0	Median	307360000	211600000	95760000				1468	11673	True	11800	35045;35046	63242;63243;63244	63244			-1
P50085	P50085	7	7	7	Prohibitin-2	PHB2	sp|P50085|PHB2_YEAST Prohibitin-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PHB2 PE=1 SV=2	1	7	7	7	32.3	32.3	32.3	34.406	310	310	0	75.219	0.67351	1.0612	29.554	7	0	Leave out requantified	472140000	280570000	191580000				1469	5094;10260;10989;13006;13993;14201;14229	True;True;True;True;True;True;True	5141;10368;11105;13149;14149;14359;14388	15592;30992;32781;32782;39417;42678;42679;43300;43301;43391	28516;28517;56239;59195;59196;71263;77182;77183;78480;78481;78482;78658	28516;56239;59196;71263;77183;78481;78658	188	241	-1
P50086	P50086	5	5	5	Probable 26S proteasome regulatory subunit p28	NAS6	sp|P50086|PSD10_YEAST Probable 26S proteasome regulatory subunit p28 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NAS6 PE=1 SV=1	1	5	5	5	28.9	28.9	28.9	25.616	228	228	0	22.062	0.56261	0.82302	16.221	3	0	Leave out requantified	274420000	164990000	109430000				1470	172;7552;11839;11932;14393	True;True;True;True;True	174;7619;11968;12062;14553	717;22818;22819;22820;22821;22822;22823;22824;35577;35834;35835;35836;43884	1261;41406;41407;41408;41409;41410;41411;41412;41413;41414;64252;64730;64731;64732;64733;79589	1261;41409;64252;64733;79589			-1
P50088	P50088	1	1	1	Stationary phase gene 1 protein	SPG1	sp|P50088|SPG1_YEAST Stationary phase gene 1 protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPG1 PE=1 SV=2	1	1	1	1	14.7	14.7	14.7	10.545	95	95	1	-2	NaN	NaN	NaN	0	0	Median	170370000	170370000	0	+			1471	1060	True	1073	3487;3488	6495;6496	6496	189;190	63;71	-1
P50090	P50090	1	1	1	Kelch repeat-containing protein 2	KEL2	sp|P50090|KEL2_YEAST Kelch repeat-containing protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KEL2 PE=1 SV=1	1	1	1	1	1.7	1.7	1.7	99.974	882	882	0	5.4669	0.54983	0.83893	6.9623	2	0	Median	6313100	3809300	2503800				1472	5380	True	5429	16480;16481	30167;30168;30169;30170	30168			-1
P50094	P50094	17	10	10	Inosine-5-monophosphate dehydrogenase 4	IMD4	sp|P50094|IMDH4_YEAST Inosine-5-monophosphate dehydrogenase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IMD4 PE=1 SV=1	1	17	10	10	50.2	35.1	35.1	56.393	524	524	0	204.65	0.53059	0.79565	18.255	21	0	Leave out requantified	4038000000	2318100000	1719800000				1473	1497;2551;2685;3051;3145;3791;4054;6360;7841;8623;8886;10163;10435;10980;12521;12522;14801	True;False;False;True;True;True;False;True;False;True;True;True;True;True;False;False;False	1512;2575;2714;3080;3174;3822;4086;6416;7910;8699;8967;10271;10546;11095;12655;12656;14964	4960;4961;4962;4963;4964;4965;4966;4967;8167;8168;8169;8170;8171;8524;8525;8526;8527;9710;9711;9712;9713;9929;11676;11677;11678;11679;12383;12384;19405;19406;19407;19408;23598;23599;23600;23601;26167;26168;26939;26940;30738;31416;31417;31418;31419;32760;32761;37699;37700;37701;37702;37703;37704;37705;37706;37707;37708;37709;37710;37711;37712;37713;45170;45171;45172;45173	9177;9178;9179;9180;9181;9182;9183;9184;9185;9186;9187;9188;9189;9190;9191;9192;9193;14923;14924;14925;14926;14927;14928;14929;14930;14931;14932;14933;14934;14935;14936;14937;14938;14939;14940;14941;14942;14943;15565;15566;15567;15568;15569;15570;15571;15572;15573;15574;15575;15576;15577;15578;17731;17732;17733;17734;17735;17736;18135;18136;18137;21366;21367;21368;21369;21370;21371;21372;21373;21374;21375;21376;21377;21378;21379;21380;21381;21382;21383;22629;22630;22631;22632;35444;35445;35446;35447;42905;42906;42907;42908;42909;42910;42911;42912;42913;42914;42915;42916;42917;42918;47490;47491;48853;48854;48855;48856;48857;48858;48859;48860;48861;48862;55777;56950;56951;56952;56953;56954;56955;56956;59165;59166;68114;68115;68116;68117;68118;68119;68120;68121;68122;68123;68124;68125;68126;68127;68128;68129;68130;68131;68132;68133;68134;68135;68136;68137;68138;68139;68140;68141;68142;68143;68144;68145;68146;82108;82109;82110;82111;82112;82113;82114;82115;82116	9190;14935;15573;17735;18136;21368;22632;35444;42906;47491;48853;55777;56950;59166;68126;68138;82114	191	367	-1
